FIPS,emp_total_county_naics,emp_occupation,emp,qp1,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
19135,2147,28.97541359344709,2147,19601,96621,299,15,0,0,0,0,0,0,0,0,0,0,0,0
19137,7693,143.95776852376846,7693,72630,334142,1005,447,183,187,0,0,0,0,0,0,0,0,0,0
19139,168650,1475.4529492701279,168650,1977810,8605296,3770,1793,323,225,21,0,0,102,0,0,0,0,0,0
19141,8778,151.65610212839817,8778,113912,487125,1318,811,115,0,102,0,0,0,0,0,0,0,0,0
19143,2930,30.739494910060657,2930,34147,144219,409,103,0,0,0,0,0,0,0,0,0,0,0,0
19145,32427,585.7467486118732,32427,360534,1628673,1033,299,27,0,0,96,0,0,0,0,0,0,0,0
19147,5064,62.05419136846556,5064,56332,269736,615,234,42,0,0,0,0,0,0,0,0,0,0,0
19149,16245,246.88521155348042,16245,243003,1060471,2289,1330,403,57,0,0,0,0,0,0,0,0,0,0
19151,11025,173.84459137612467,11025,116427,552727,296,91,0,0,0,0,0,0,0,0,0,0,0,0
19153,1413227,15454.295453582577,1310125,19405151,84829553,58374,27631,9793,7162,6256,2641,1071,30,0,0,0,0,0,0
19155,95636,1215.8857766821313,95636,1110221,5229191,8595,4810,1123,799,296,28,0,0,0,0,0,0,0,0
19157,48518,710.1652380680642,48518,402448,2674942,2038,961,111,0,0,0,0,0,0,0,0,0,0,0
19159,371,14.595676270265427,371,2702,12499,164,147,0,0,0,0,0,0,0,0,0,0,0,0
19161,3887,81.8393562036203,3887,40634,182885,859,481,111,15,0,0,0,0,0,0,0,0,0,0
19163,693155,9987.093694432631,581358,8517196,39294180,21133,9018,3173,2327,2175,814,434,0,0,0,0,0,0,0
19165,6810,118.09136332327226,6810,73819,331799,909,291,0,99,0,0,0,0,0,0,0,0,0,0
19167,115218,1501.1123942899421,115218,1410328,6592987,6700,3662,1035,572,286,148,0,0,0,0,0,0,0,0
19169,146591,1411.5429478815727,146591,2052394,9207364,8742,4293,1228,780,808,58,0,0,0,0,0,0,0,0
19171,2452,40.100266413196515,2452,23396,116126,436,196,0,0,0,0,0,0,0,0,0,0,0,0
19173,7576,128.51740567564167,7576,91024,364244,248,92,0,0,0,0,0,0,0,0,0,0,0,0
19175,15106,76.99168212618125,15106,128190,572867,662,253,84,0,0,0,0,0,0,0,0,0,0,0
19177,4523,91.516998111068,4523,38384,168856,184,51,0,0,0,0,0,0,0,0,0,0,0,0
19179,29474,263.5768689519121,29474,263772,1223827,1821,740,213,0,54,0,0,0,0,0,0,0,0,0
19181,37663,436.262055245883,37663,439437,2242591,4268,2656,477,94,24,0,0,0,0,0,0,0,0,0
19183,33658,482.64476523509114,33658,308736,1560489,2949,1601,307,257,0,0,0,0,0,0,0,0,0,0
19185,166,6.966342534724431,166,1122,5762,110,86,0,0,0,0,0,0,0,0,0,0,0,0
19187,49827,566.520301016272,49827,692833,3229893,3703,1520,292,469,262,0,0,0,0,0,0,0,0,0
19189,8573,97.83690904094175,8573,69026,317466,779,339,51,0,0,0,0,0,0,0,0,0,0,0
19191,36240,697.2499562649199,36240,393291,1860139,1935,847,222,236,123,0,0,0,0,0,0,0,0,0
19193,247988,2348.159669017131,247988,3131451,13250994,10889,4904,1593,1686,653,192,307,0,0,0,0,0,0,0
19195,2030,33.088832001753914,2030,29504,119186,402,154,0,0,0,0,0,0,0,0,0,0,0,0
19197,6685,81.1578785127917,6685,67836,302878,873,352,102,0,0,0,0,0,0,0,0,0,0,0
19999,1684397,3606.3539385492513,1684397,13401026,61171636,3067,1990,150,0,0,0,150,150,0,150,0,0,0,0
20001,6885,101.25190030007381,6885,123246,411958,1052,515,80,0,0,0,0,0,0,0,0,0,0,0
20003,951,14.918742106047333,951,8996,39764,319,266,0,0,0,0,0,0,0,0,0,0,0,0
20005,6034,57.18429944460936,6034,55519,210388,840,487,0,0,0,0,0,0,0,0,0,0,0,0
20007,2096,58.56339793206232,2096,25362,109512,475,301,64,0,0,0,0,0,0,0,0,0,0,0
20009,46006,521.4647690660149,46006,637779,2588274,4878,2406,786,415,186,0,0,0,0,0,0,0,0,0
20011,10246,81.16219829282859,10246,110715,468690,575,288,60,0,0,0,0,0,0,0,0,0,0,0
20013,4968,72.60169920887309,4968,60571,335551,609,318,0,108,0,0,0,0,0,0,0,0,0,0
20015,74358,986.0156407706763,74358,946810,4409577,6411,3541,1119,197,209,0,0,0,0,0,0,0,0,0
20019,512,11.790573082542387,512,3606,17563,114,45,0,0,0,0,0,0,0,0,0,0,0,0
20021,19905,254.2786567891288,19905,286628,1327531,582,151,0,0,0,0,0,0,0,0,0,0,0,0
20023,1580,21.106597930098676,1580,23280,100767,165,63,0,0,0,0,0,0,0,0,0,0,0,0
20027,4331,77.5033985880284,4331,44275,218441,598,326,0,0,0,0,0,0,0,0,0,0,0,0
20029,2407,41.069425709889515,2407,22376,110093,394,149,32,0,0,0,0,0,0,0,0,0,0,0
20031,1632,35.39401851847816,1632,14792,70514,330,130,90,0,0,0,0,0,0,0,0,0,0,0
20033,1122,19.149396070926898,1122,5920,26140,177,48,0,0,0,0,0,0,0,0,0,0,0,0
20035,78987,1394.7434770907346,78987,1009563,4679404,2068,939,264,54,0,0,0,0,0,0,0,0,0,0
20037,72445,954.2522819395198,72445,757449,3141073,3255,1158,501,57,18,0,0,0,0,0,0,0,0,0
20039,6,0.1582728258204961,6,3,120,9,9,0,0,0,0,0,0,0,0,0,0,0,0
20041,13692,202.5959161014913,13692,132205,576833,1124,571,119,0,0,0,0,0,0,0,0,0,0,0
20043,207,5.691779907986295,207,1882,7808,69,44,0,0,0,0,0,0,0,0,0,0,0,0
20045,91234,705.4755031552119,91234,1012832,4683084,8502,4588,1651,934,356,60,0,0,0,0,0,0,0,0
20047,35,2.471762252102353,35,231,1862,21,21,0,0,0,0,0,0,0,0,0,0,0,0
20049,378,12.790211296791819,378,2916,13176,135,108,0,0,0,0,0,0,0,0,0,0,0,0
20051,36935,556.1932485563624,36935,418343,1945098,4589,2663,678,121,28,0,0,0,0,0,0,0,0,0
20053,350,10.916537468613015,350,2490,12092,118,71,0,0,0,0,0,0,0,0,0,0,0,0
20055,46684,546.3311417276207,46684,607752,2796401,4121,1768,995,106,244,0,0,0,0,0,0,0,0,0
20057,47945,501.5254469378697,47945,585000,2628739,2899,1147,563,322,206,0,0,0,0,0,0,0,0,0
20059,20392,270.01865111871217,20392,228989,1035610,2017,1162,170,27,0,0,0,0,0,0,0,0,0,0
20061,6741,104.31800815558414,6741,72140,341202,1000,534,87,27,0,0,0,0,0,0,0,0,0,0
20063,1354,38.75212062169293,1354,10883,46375,321,231,0,0,0,0,0,0,0,0,0,0,0,0
20065,421,12.827031193697403,421,2848,19144,158,110,0,0,0,0,0,0,0,0,0,0,0,0
20067,7003,136.05865575584934,7003,71882,319378,847,345,108,0,0,0,0,0,0,0,0,0,0,0
20069,5512,61.71562284683367,5512,75907,340714,791,376,68,0,0,0,0,0,0,0,0,0,0,0
20073,2762,39.6232836186377,2762,28390,134943,591,469,0,0,0,0,0,0,0,0,0,0,0,0
20075,49,3.4337294471277646,49,266,1883,21,0,0,0,0,0,0,0,0,0,0,0,0,0
20077,8611,119.97974596932559,8611,117027,487708,540,130,0,0,0,0,0,0,0,0,0,0,0,0
20079,135799,1612.7066834042744,135799,2029001,8290418,3725,1338,297,0,51,111,0,0,0,0,0,0,0,0
20081,2160,42.69950046294942,2160,25428,122370,374,53,0,0,0,0,0,0,0,0,0,0,0,0
20085,1894,49.59461649822166,1894,15801,76970,496,316,0,15,0,0,0,0,0,0,0,0,0,0
20087,6524,61.464368926757786,6524,66064,394258,1064,731,0,51,0,0,0,0,0,0,0,0,0,0
20089,868,11.475539697037629,868,6634,32643,93,0,0,0,0,0,0,0,0,0,0,0,0,0
20091,2319069,18578.36692052566,1902330,32506143,140921266,70750,33978,12241,8104,7049,3157,1224,440,0,0,0,0,0,0
20093,338,9.370957109470751,338,7288,25984,54,0,0,0,0,0,0,0,0,0,0,0,0,0
20095,3637,37.94575288555867,3637,45640,196395,606,314,39,0,0,0,0,0,0,0,0,0,0,0
20097,332,9.83898061948722,332,6175,29182,98,54,0,0,0,0,0,0,0,0,0,0,0,0
20099,14567,152.000656509721,14567,137550,613752,656,141,33,0,0,0,0,0,0,0,0,0,0,0
20103,51790,604.1921624234618,51790,545715,2614351,5160,3166,694,257,132,0,0,0,0,0,0,0,0,0
20107,10809,115.98780755354306,10809,325669,1197326,503,219,0,0,0,0,0,0,0,0,0,0,0,0
20109,1145,17.555028056537374,1145,17360,91727,141,42,0,0,0,0,0,0,0,0,0,0,0,0
20111,41149,402.23239036594606,41149,337195,1394619,2240,1096,278,40,141,0,0,0,0,0,0,0,0,0
20113,77237,1123.3025798327124,77237,965399,4173147,4361,2008,465,287,0,0,105,0,0,0,0,0,0,0
20115,6366,115.8067704207356,6366,68914,297486,477,87,0,48,0,0,0,0,0,0,0,0,0,0
20117,30817,536.2081801836898,30817,392688,2037338,680,183,69,0,0,0,0,0,0,0,0,0,0,0
20119,627,18.53761960976853,627,5019,22414,213,120,0,0,0,0,0,0,0,0,0,0,0,0
20121,17117,161.54790751141712,17117,185165,915513,3320,2032,454,350,0,0,0,0,0,0,0,0,0,0
20123,14317,176.81869774658713,14317,224117,827579,637,184,0,0,0,0,0,0,0,0,0,0,0,0
20125,77008,1031.7342149138733,65118,582835,2654537,2587,1052,244,30,18,0,0,0,0,0,0,0,0,0
20127,1089,12.249351144441269,1089,10209,38647,195,68,0,0,0,0,0,0,0,0,0,0,0,0
20129,72,2.511178678574167,72,888,3768,36,36,0,0,0,0,0,0,0,0,0,0,0,0
20131,16171,197.24424443844126,16171,185423,798482,1291,536,132,0,0,0,0,0,0,0,0,0,0,0
20133,14314,154.944071161255,14314,166483,703501,1011,358,0,0,0,0,0,0,0,0,0,0,0,0
20135,4883,109.09588770270773,4883,53691,250335,630,160,96,80,0,0,0,0,0,0,0,0,0,0
20137,549,15.594108014966011,549,4095,16720,186,136,0,0,0,0,0,0,0,0,0,0,0,0
20139,2136,21.019722868815478,2136,16000,79183,508,353,42,51,0,0,0,0,0,0,0,0,0,0
20141,368,11.61949381109351,368,3287,14851,176,155,0,0,0,0,0,0,0,0,0,0,0,0
20143,176,7.727241032966629,176,1388,5584,64,32,0,0,0,0,0,0,0,0,0,0,0,0
20145,1090,13.831127943803645,1090,13529,65967,132,21,0,0,0,0,0,0,0,0,0,0,0,0
20147,2115,29.126276818596196,2115,23701,113756,282,127,0,0,0,0,0,0,0,0,0,0,0,0
20149,26277,230.31114869018012,26277,292808,1413861,3008,1429,444,110,108,0,0,0,0,0,0,0,0,0
20151,9326,193.847773436232,9326,108583,534903,1210,599,96,48,0,0,0,0,0,0,0,0,0,0
20153,3903,44.57386065949408,3903,57829,365769,159,15,0,0,0,0,0,0,0,0,0,0,0,0
20155,126567,1252.8706524049865,106436,1132443,5000947,7451,3299,978,476,285,28,0,0,0,0,0,0,0,0
20157,98,5.788430690127939,98,980,4137,49,49,0,0,0,0,0,0,0,0,0,0,0,0
20159,1897,46.293458675234376,1897,24265,105465,418,282,0,48,0,0,0,0,0,0,0,0,0,0
20161,54256,485.98224163488834,54256,609956,2886914,4202,1908,703,474,233,45,0,0,0,0,0,0,0,0
20163,3339,57.773183824454726,3339,35465,166222,532,272,0,0,0,0,0,0,0,0,0,0,0,0
20167,3723,66.78920351629894,3723,39043,184585,956,743,48,0,0,0,0,0,0,0,0,0,0,0
20169,209066,2359.309990594265,148632,1809692,7973777,6159,2290,1156,599,247,104,0,0,0,0,0,0,0,0
20171,3433,54.90036406446822,3433,34323,155958,560,317,0,0,0,0,0,0,0,0,0,0,0,0
20173,2170916,27757.074366810954,1991636,31945080,129770692,59131,25716,10834,7994,5635,2832,1415,258,0,156,0,0,0,0
20175,19495,288.09417147177277,19495,239460,1043414,1890,880,178,48,0,0,0,0,0,0,0,0,0,0
20177,328238,2916.2670817403277,317277,4444523,18960406,15373,6308,2940,2028,1208,256,201,42,0,0,0,0,0,0
20179,3157,38.311585572479856,3157,42441,262031,203,21,0,0,0,0,0,0,0,0,0,0,0,0
20181,3388,59.07055783860659,3388,40531,189780,464,125,129,0,0,0,0,0,0,0,0,0,0,0
20183,1966,31.8120818143551,1966,24478,112803,175,18,33,0,0,0,0,0,0,0,0,0,0,0
20185,304,5.9261272475624605,304,3434,15096,104,67,0,0,0,0,0,0,0,0,0,0,0,0
20187,294,5.686927567614248,294,4158,23478,84,63,0,0,0,0,0,0,0,0,0,0,0,0
20189,3385,65.68168544611727,3385,35483,165595,436,32,0,0,0,0,0,0,0,0,0,0,0,0
20191,19935,361.0353346278346,19935,295238,1125615,1378,615,160,105,0,0,0,0,0,0,0,0,0,0
20193,8623,114.6499376397652,8623,126641,558018,857,251,60,0,144,0,0,0,0,0,0,0,0,0
20195,129,7.112200747953948,129,1223,4819,69,69,0,0,0,0,0,0,0,0,0,0,0,0
20197,1730,51.46583930118058,1730,14811,56865,253,136,0,0,0,0,0,0,0,0,0,0,0,0
20199,140,6.06240318309568,140,1057,4081,28,21,0,0,0,0,0,0,0,0,0,0,0,0
20201,3984,59.561765763731415,3984,34242,172575,369,185,0,0,0,0,0,0,0,0,0,0,0,0
20203,119,5.153733743310935,119,959,4340,28,21,0,0,0,0,0,0,0,0,0,0,0,0
20205,14089,67.18086971292436,14089,209567,1072344,198,55,0,0,0,0,0,0,0,0,0,0,0,0
20207,776,16.41356482226622,776,6296,27866,187,116,39,0,0,0,0,0,0,0,0,0,0,0
20209,330249,3063.9570775511997,311447,4189346,18585951,14933,6289,2191,1547,1375,498,371,0,0,0,0,0,0,0
20999,1386163,2520.1840133164674,1386163,11964951,61139767,5200,2686,283,39,460,0,188,235,517,329,0,0,141,0
21001,5348,101.68575002434187,5348,41447,196424,648,213,0,0,0,0,0,0,0,0,0,0,0,0
21003,3096,31.553182864160426,3096,25805,104915,481,303,0,0,0,0,0,0,0,0,0,0,0,0
21005,6445,81.28492402764974,6445,75599,357538,1079,575,27,0,0,0,0,0,0,0,0,0,0,0
21007,1158,11.258830196929807,1158,20388,82561,219,129,0,0,0,0,0,0,0,0,0,0,0,0
21009,98762,998.6893977784009,98762,938840,3824020,2905,956,311,111,80,0,0,0,0,0,0,0,0,0
21011,3911,18.721858298976866,3911,53305,240283,178,72,0,0,0,0,0,0,0,0,0,0,0,0
21013,8732,327.34070075376195,8732,105194,447478,721,195,0,30,45,0,0,0,0,0,0,0,0,0
21015,807799,9034.458085472697,735243,9408489,43242507,16453,5993,2519,1587,1426,569,640,208,0,0,0,0,0,0
21017,9280,196.2392781470959,9280,106969,542496,866,375,45,0,0,0,0,0,0,0,0,0,0,0
21019,75670,862.6869923047283,75670,1543919,5961626,3994,1128,580,427,174,65,0,0,0,0,0,0,0,0
21021,61522,397.4308680469408,61522,676337,2869349,2005,658,345,40,0,0,0,0,0,0,0,0,0,0
21023,983,4.372592692466544,983,8619,36319,131,47,0,0,0,0,0,0,0,0,0,0,0,0
21025,547,14.568223450484606,547,4486,18667,96,27,0,0,0,0,0,0,0,0,0,0,0,0
21027,15941,279.51963262041534,15941,179176,798820,990,381,36,0,0,0,0,0,0,0,0,0,0,0
21029,144015,1291.2531270622453,144015,1755538,8232752,6507,3096,943,452,258,0,0,0,0,0,0,0,0,0
21031,20482,408.7349924590081,20482,222323,923657,449,99,54,0,0,0,0,0,0,0,0,0,0,0
21033,20112,73.6008797145872,20112,143035,521727,634,129,72,0,0,0,0,0,0,0,0,0,0,0
21035,22243,251.76648485353,22243,201368,940962,2575,1303,352,60,21,0,0,0,0,0,0,0,0,0
21037,64897,601.2696494643321,64897,840161,3984886,6388,3250,1074,675,293,0,0,0,0,0,0,0,0,0
21039,153,0.9431535442601302,153,652,3765,39,24,0,0,0,0,0,0,0,0,0,0,0,0
21041,94025,2771.4580133656086,94025,2196862,8575721,663,130,45,0,0,0,0,0,0,0,0,0,0,0
21043,6911,107.0549988996897,6911,70002,299230,924,451,0,0,0,0,0,0,0,0,0,0,0,0
21045,30875,489.1543744660922,30875,269528,1158657,617,194,0,0,0,0,0,0,0,0,0,0,0,0
21047,241680,3226.575576825352,241680,2680513,11105457,4529,1581,383,262,195,28,156,0,172,0,0,0,0,0
21049,42150,524.6478148776274,42150,652428,3031181,2111,927,228,68,60,0,0,0,0,0,0,0,0,0
21051,643,28.115146814443715,643,5803,30015,90,41,0,0,0,0,0,0,0,0,0,0,0,0
21053,279,8.452032322981136,279,2161,10116,82,69,0,0,0,0,0,0,0,0,0,0,0,0
21055,785,23.521916685351215,785,6331,25996,156,73,0,0,0,0,0,0,0,0,0,0,0,0
21057,35,2.3295392724791544,35,105,399,21,21,0,0,0,0,0,0,0,0,0,0,0,0
21059,235094,2750.663295926569,235094,2756648,11857314,9790,4066,1494,1232,229,490,0,0,0,0,0,0,0,0
21061,2737,9.516704301876201,2737,29368,123904,274,95,0,0,0,0,0,0,0,0,0,0,0,0
21065,279,10.884795130432462,279,1960,8980,94,65,0,0,0,0,0,0,0,0,0,0,0,0
21067,843416,6342.55680925877,804232,10341593,45446729,32036,12514,5478,4633,3973,1410,829,156,0,0,0,0,0,0
21069,4117,59.41162040362175,4117,38617,189500,680,340,0,87,0,0,0,0,0,0,0,0,0,0
21071,16405,271.01644196372854,16405,190653,796311,1812,792,134,160,18,0,0,0,0,0,0,0,0,0
21073,124251,1319.6108595334804,124251,1315114,5500188,3483,1563,283,120,28,0,0,0,0,0,0,0,0,0
21075,193,8.946448240835455,193,1315,6052,45,0,0,0,0,0,0,0,0,0,0,0,0,0
21077,403,7.795550068555759,403,3963,17194,99,0,0,0,0,0,0,0,0,0,0,0,0,0
21079,6144,40.97479697160344,6144,62402,300264,714,388,0,0,0,0,0,0,0,0,0,0,0,0
21081,4987,96.36582591896696,4987,51295,225465,914,533,60,0,0,0,0,0,0,0,0,0,0,0
21083,48348,526.6161885276333,48348,396796,2099128,3073,1159,605,272,108,0,0,0,0,0,0,0,0,0
21085,24587,214.122181647904,24587,196828,726054,1575,753,168,30,0,0,0,0,0,0,0,0,0,0
21087,345,6.493123514081247,345,2326,10589,111,79,21,0,0,0,0,0,0,0,0,0,0,0
21089,6397,60.76163996031187,6397,53458,250102,866,475,0,40,40,0,0,0,0,0,0,0,0,0
21091,67602,1834.40644806146,67602,1329948,6043421,183,37,0,0,0,0,0,0,0,0,0,0,0,0
21093,266332,3206.166891463029,266332,3089589,12591709,8048,3496,1283,607,465,243,316,0,0,0,0,0,0,0
21095,11467,449.03076957768104,11467,169453,931374,637,262,87,30,0,0,0,0,0,0,0,0,0,0
21097,3660,72.27175868926746,3660,35841,162943,538,135,27,0,0,0,0,0,0,0,0,0,0,0
21099,5215,109.42396508397407,5215,43321,209144,738,400,117,0,0,0,0,0,0,0,0,0,0,0
21101,131067,2183.9473548394926,131067,1804379,7989742,4438,1344,199,452,364,0,0,0,0,0,0,0,0,0
21103,1632,25.748653185757483,1632,14731,75675,336,171,0,0,0,0,0,0,0,0,0,0,0,0
21107,44983,888.8488807522059,44983,585573,2523542,3173,1182,507,231,0,21,0,0,0,0,0,0,0,0
21111,2765746,28574.270415127085,2210450,29282768,124591705,81096,34130,13669,10159,10797,3601,3639,544,0,0,0,0,0,0
21113,73404,948.6598890366351,73404,825720,3491788,5516,2769,863,731,144,0,0,0,0,0,0,0,0,0
21115,4865,84.72747463016744,4865,55561,299188,712,237,60,0,0,0,0,0,0,0,0,0,0,0
21117,240258,2680.733518441868,240258,2978961,13740287,12806,6159,1842,1589,641,204,0,0,0,0,0,0,0,0
21119,4531,308.03930268764077,4531,71319,299782,129,0,0,0,0,0,0,0,0,0,0,0,0,0
21121,4780,70.91434678508513,4780,36632,165916,531,173,0,0,0,0,0,0,0,0,0,0,0,0
21123,5545,55.37442383909248,5545,49700,229556,598,266,0,57,0,0,0,0,0,0,0,0,0,0
21125,53276,765.1608079701579,53276,502884,2573362,4229,1708,779,377,44,0,0,0,0,0,0,0,0,0
21127,634,18.540729996042852,634,5266,26626,141,0,39,0,0,0,0,0,0,0,0,0,0,0
21129,140,5.099035787044349,140,812,3283,21,0,21,0,0,0,0,0,0,0,0,0,0,0
21131,1292,93.71712331197537,1292,13596,66805,51,6,0,0,0,0,0,0,0,0,0,0,0,0
21133,2662,61.23582946017695,2662,20305,94930,345,123,32,0,0,0,0,0,0,0,0,0,0,0
21135,578,18.479715718489654,578,4080,10421,51,0,0,51,0,0,0,0,0,0,0,0,0,0
21137,2551,29.809247408408133,2551,22134,139284,590,410,30,0,0,0,0,0,0,0,0,0,0,0
21139,7840,240.9782221035832,7840,188522,637392,195,63,0,0,0,0,0,0,0,0,0,0,0,0
21141,25178,183.604005843258,25178,192479,780924,2065,939,156,218,0,0,0,0,0,0,0,0,0,0
21143,1333,12.423278724612933,1333,10854,54857,193,72,9,0,0,0,0,0,0,0,0,0,0,0
21145,123219,909.0581666835028,123219,1265227,5829320,7455,3170,1147,1021,317,292,63,0,0,0,0,0,0,0
21147,133,4.867782359640847,133,756,3283,42,28,0,0,0,0,0,0,0,0,0,0,0,0
21149,2388,37.435751106242456,2388,25693,133826,481,232,0,0,0,0,0,0,0,0,0,0,0,0
21151,177628,1872.0079022829577,177628,1811191,8262250,6611,2831,955,377,283,208,0,0,0,0,0,0,0,0
21153,864,21.296638954327108,864,5990,28281,157,27,0,0,0,0,0,0,0,0,0,0,0,0
21155,119761,1704.7302621303247,119761,1296990,5296568,1719,434,93,0,129,0,129,0,0,0,0,0,0,0
21157,61753,736.5340332119953,61753,1200014,5156316,3223,1174,443,277,81,108,0,0,0,0,0,0,0,0
21159,5,0.13501249034020454,5,17,338,4,4,0,0,0,0,0,0,0,0,0,0,0,0
21161,25137,140.58451464618165,25137,248519,1107324,776,150,159,0,0,0,0,0,0,0,0,0,0,0
21163,11208,170.47502819708603,11208,124236,567368,1000,583,212,0,93,0,0,0,0,0,0,0,0,0
21167,10155,65.72676899997373,10155,138524,548039,1135,565,143,0,0,0,0,0,0,0,0,0,0,0
21171,14253,177.10794778736812,14253,152732,738380,590,53,0,0,0,0,0,0,0,0,0,0,0,0
21173,30254,404.99289354604286,30254,338206,1419955,1585,712,172,0,0,108,0,0,0,0,0,0,0,0
21175,645,13.098941189650493,645,4008,17270,83,0,0,0,0,0,0,0,0,0,0,0,0,0
21177,14423,467.9441383141843,14423,161809,704196,1345,464,159,170,0,0,0,0,0,0,0,0,0,0
21179,157353,2099.059780812241,157353,1793425,7888195,4904,2420,562,175,141,0,0,0,0,0,0,0,0,0
21181,336,1.1875344666002778,336,4368,26768,48,0,0,0,0,0,0,0,0,0,0,0,0,0
21183,8548,124.81248214992065,8548,97114,421224,971,479,170,0,0,0,0,0,0,0,0,0,0,0
21185,34672,280.9650743143981,34672,355426,1737233,4636,2882,738,194,162,0,0,0,0,0,0,0,0,0
21187,1487,18.352856190624085,1487,15047,66870,215,45,0,0,0,0,0,0,0,0,0,0,0,0
21191,1589,25.289610194760243,1589,12780,50624,392,248,51,0,0,0,0,0,0,0,0,0,0,0
21193,5930,104.74099580726009,5930,64855,303976,900,477,87,0,21,0,0,0,0,0,0,0,0,0
21195,38664,876.8923532926755,38664,541887,2522127,3396,2034,299,105,45,0,0,0,0,0,0,0,0,0
21197,968,10.865909802180267,968,8368,41712,144,48,0,0,0,0,0,0,0,0,0,0,0,0
21199,166086,2195.309344434963,166086,1753298,7724792,5116,1883,563,606,199,208,87,0,0,0,0,0,0,0
21203,2062,34.08195373134319,2062,13540,61423,362,195,0,0,0,0,0,0,0,0,0,0,0,0
21205,8633,126.13808137719201,8633,82630,398326,780,306,50,0,0,0,0,0,0,0,0,0,0,0
21207,7342,81.03956899545815,7342,71748,329270,729,300,48,0,0,0,0,0,0,0,0,0,0,0
21209,119580,1268.1024315683185,119580,1282209,5640034,4148,1700,688,313,135,129,0,0,0,0,0,0,0,0
21211,195696,3006.211406601773,195696,2292053,9856788,4381,2041,570,140,104,0,0,129,0,0,0,0,0,0
21213,116210,1644.3741594245032,116210,1399184,5546568,1461,230,213,50,129,150,0,129,0,0,0,0,0,0
21215,3353,26.76688292879658,3353,27332,145278,703,459,0,27,0,0,0,0,0,0,0,0,0,0
21217,28519,373.08421400049826,28519,217785,1040334,1810,847,224,106,28,0,0,0,0,0,0,0,0,0
21219,3929,65.05866866921416,3929,36389,161133,436,141,21,0,0,0,0,0,0,0,0,0,0,0
21221,1086,11.361444526015152,1086,8163,36796,253,138,0,0,0,0,0,0,0,0,0,0,0,0
21223,4006,24.576604341706812,4006,122422,416769,144,64,0,0,0,0,0,0,0,0,0,0,0,0
21225,5734,59.6578102667086,5734,66938,263782,434,218,0,0,108,0,0,0,0,0,0,0,0,0
21227,422349,4254.558490562764,422349,4649664,18863543,13073,5144,2269,1271,836,443,415,0,0,0,0,0,0,0
21229,38756,582.7501844205347,38756,493828,2187148,550,276,24,0,0,0,0,0,0,0,0,0,0,0
21231,5557,121.03748561517055,5557,39386,185253,435,180,0,0,0,0,0,0,0,0,0,0,0,0
21233,3273,18.9193157935327,3273,49804,222204,283,169,0,0,0,0,0,0,0,0,0,0,0,0
21235,11985,244.27090726910643,11985,133840,602688,1462,609,258,50,0,0,0,0,0,0,0,0,0,0
21237,117,6.07769755539051,117,666,3195,27,0,0,0,0,0,0,0,0,0,0,0,0,0
21239,39674,510.84374985947125,39674,416512,1872871,1432,723,206,0,0,0,0,0,0,0,0,0,0,0
21999,1108209,2276.7260759453147,1108209,6320549,27776108,5310,2353,320,243,156,260,312,312,520,312,208,0,0,0
22001,31294,388.4856765307297,31294,332190,1556207,3878,2026,795,117,57,0,0,0,0,0,0,0,0,0
22003,3376,112.95470095353043,3376,36730,179490,430,120,0,0,0,0,0,0,0,0,0,0,0,0
22005,481618,4178.404814709324,381799,8201512,31726482,13857,6048,1747,1560,1093,427,150,81,0,0,0,0,0,0
22007,10724,80.87756708039034,10724,180046,644527,634,205,85,0,0,0,0,0,0,0,0,0,0,0
22009,19327,199.99509286499134,19327,252478,1277543,2154,1191,197,84,0,0,0,0,0,0,0,0,0,0
22011,8333,212.18302543275263,8333,89054,388096,1296,634,217,86,0,0,0,0,0,0,0,0,0,0
22013,6387,119.24202561706132,6387,147730,600574,455,130,97,33,0,0,0,0,0,0,0,0,0,0
22015,167972,1808.4460380297396,167972,1900940,8398308,11078,4603,2146,1537,868,42,0,0,0,0,0,0,0,0
22017,359553,3026.8149904390507,359553,4632863,20416807,26738,11690,5190,4540,2319,716,280,0,0,0,0,0,0,0
22019,580200,4841.443253089854,465450,9458481,39023564,20573,8310,3262,3849,1561,613,282,116,0,0,0,0,0,0
22021,686,44.32557804149326,686,5092,26077,109,21,28,0,0,0,0,0,0,0,0,0,0,0
22023,4004,25.249229867426575,4004,70757,630599,707,435,104,0,0,0,0,0,0,0,0,0,0,0
22025,1839,40.591774658702406,1839,15395,71088,249,51,0,0,0,0,0,0,0,0,0,0,0,0
22027,4445,77.24275235677615,4445,59303,288844,450,207,28,95,0,0,0,0,0,0,0,0,0,0
22029,7783,95.51517542541602,7783,91242,411760,830,195,45,0,0,0,0,0,0,0,0,0,0,0
22031,23014,252.3902816719086,23014,368747,1561035,1758,634,66,106,76,57,0,0,0,0,0,0,0,0
22033,1788958,10709.143804294688,1720167,27322994,120451065,52826,22551,10224,7661,6020,2171,844,116,0,0,0,0,0,0
22037,3347,52.39900271575564,3347,38198,175939,597,314,0,0,0,0,0,0,0,0,0,0,0,0
22039,4469,57.077132812324166,4469,63295,289850,926,565,0,27,0,0,0,0,0,0,0,0,0,0
22041,3824,73.68652051863965,3824,38053,184521,650,298,88,0,28,0,0,0,0,0,0,0,0,0
